item,tier,pop_decile,train_pop,exposures,hits20_noobj_s0,hits20_noobj_s1,hits20_noobj_s2,hits20_control_s0,hits20_control_s1,hits20_control_s2,hits20_shufobj_s0,hits20_shufobj_s1,hits20_shufobj_s2
566,exact,3,4,2,0,0,0,0,0,0,0,0,0
567,near,8,18,8,0,0,0,0,0,0,0,0,0
568,far,9,35,13,4,4,4,3,3,4,3,4,4
569,near,6,8,1,0,0,0,0,0,0,0,0,0
570,near,8,16,8,1,1,1,1,1,1,1,1,1
572,exact,3,4,2,0,0,0,0,0,0,0,0,0
573,near,1,2,3,0,0,0,0,0,0,0,0,0
574,near,6,7,2,0,0,0,0,0,0,0,0,0
575,far,1,2,2,0,0,0,0,0,0,0,0,0
576,exact,1,2,2,0,0,0,0,0,0,0,0,0
577,near,7,11,2,0,0,0,0,0,0,0,0,0
579,exact,3,4,4,0,0,0,0,0,0,0,0,0
580,near,2,3,1,0,0,0,0,0,0,0,0,0
581,exact,8,15,6,0,0,0,0,0,0,0,0,0
582,far,8,15,13,1,1,1,1,2,1,0,1,1
583,exact,6,7,7,0,0,0,0,0,0,0,0,0
584,near,6,8,4,0,0,0,0,0,0,0,0,0
585,near,3,4,1,1,1,0,0,0,0,0,0,0
586,exact,2,3,2,0,0,0,0,0,0,0,0,0
587,near,6,7,3,0,0,0,0,0,0,0,0,0
588,near,8,13,4,4,4,3,0,2,4,3,4,3
589,near,2,3,3,0,0,0,0,0,0,0,0,0
590,exact,5,5,6,0,0,0,0,0,0,0,0,0
591,exact,3,4,1,0,0,0,0,0,0,0,0,0
592,exact,9,33,15,1,0,1,1,0,2,1,0,1
594,exact,3,4,3,0,0,0,0,0,0,0,0,0
595,near,2,3,2,0,0,0,0,0,0,0,0,0
596,exact,1,2,3,0,0,0,0,0,0,0,0,0
597,near,3,4,1,0,0,0,0,0,0,0,0,0
598,exact,7,12,6,0,0,0,0,0,0,0,0,0
599,near,5,6,1,0,0,0,0,0,0,0,0,0
602,far,9,26,11,0,0,0,0,0,0,0,0,0
603,exact,5,5,5,0,0,0,0,0,0,0,0,0
604,far,7,11,2,0,0,0,0,0,0,0,0,0
605,exact,8,15,5,0,0,0,0,0,0,0,0,0
606,exact,1,2,3,0,0,0,0,0,0,0,0,0
607,near,5,6,1,0,0,0,0,0,0,0,0,0
610,exact,8,19,5,1,1,1,0,0,0,1,1,0
612,exact,6,7,2,0,0,0,0,0,0,0,0,0
613,near,6,7,3,0,0,0,0,0,0,0,0,0
614,exact,5,5,3,0,0,0,0,0,0,0,0,0
615,far,5,5,2,0,0,0,0,0,0,0,0,0
616,exact,6,7,4,0,0,0,0,0,0,0,0,0
617,exact,9,122,72,5,1,7,3,3,8,8,1,4
618,near,5,6,3,0,0,0,0,0,0,0,0,0
619,exact,7,12,5,0,0,0,0,0,0,0,0,0
620,exact,5,6,1,0,0,0,0,0,0,0,0,0
621,near,7,9,8,0,0,0,0,0,0,0,0,0
622,exact,6,8,2,0,0,0,0,0,0,0,0,0
623,near,6,7,4,1,1,1,1,1,1,1,1,1
624,exact,5,5,2,0,0,0,0,0,0,0,0,0
625,near,5,6,1,0,0,0,0,0,0,0,0,0
626,near,6,8,1,0,0,0,0,0,0,0,0,0
627,exact,3,4,1,0,0,0,0,0,0,0,0,0
628,near,0,1,1,0,0,0,0,0,0,0,0,0
629,near,5,5,2,0,0,0,0,0,0,0,0,0
630,near,5,5,6,1,1,1,0,0,0,0,0,0
631,exact,2,3,2,1,1,1,0,0,1,0,1,1
632,exact,6,8,3,0,0,0,0,0,0,0,0,0
634,near,5,5,1,0,0,0,0,0,0,0,0,0
635,near,5,5,2,0,0,0,0,0,0,0,0,0
636,near,3,4,3,0,0,0,0,0,0,0,0,0
637,exact,0,1,2,0,0,0,0,0,0,0,0,0
639,far,6,8,1,0,0,0,0,0,0,0,0,0
640,near,6,8,4,0,0,0,0,0,0,0,0,0
641,far,9,22,10,1,1,1,1,1,1,1,1,1
642,near,7,10,5,0,0,0,0,0,0,0,0,0
643,exact,2,3,4,0,0,0,0,0,0,0,0,0
644,near,1,2,2,0,0,0,0,0,0,0,0,0
645,near,8,13,2,0,0,0,0,0,0,0,0,0
646,near,7,11,13,0,0,0,1,0,1,0,0,0
647,far,1,2,1,0,0,0,0,0,0,0,0,0
649,near,1,2,2,0,0,0,0,0,0,0,0,0
650,far,9,26,6,0,0,0,0,0,0,0,0,0
651,exact,3,4,2,0,0,0,0,0,0,0,0,0
652,near,7,10,2,0,0,0,0,0,0,0,0,0
653,exact,7,9,4,0,0,0,0,0,0,0,0,0
655,near,0,0,1,0,0,0,0,0,0,0,0,0
656,exact,3,4,1,0,0,0,0,0,0,0,0,0
657,near,0,1,1,0,0,0,0,0,0,0,0,0
658,exact,2,3,1,0,0,0,0,0,0,0,0,0
659,exact,3,4,2,0,0,0,0,0,0,0,0,0
660,exact,3,4,1,1,1,1,1,1,1,0,1,1
661,exact,5,5,2,0,0,0,0,0,0,0,0,0
662,far,5,5,3,0,0,0,0,0,0,0,0,0
663,far,5,6,4,0,0,0,0,0,0,0,0,0
664,exact,2,3,2,0,0,0,0,0,0,0,0,0
666,exact,1,2,3,0,0,0,0,0,0,0,0,0
667,exact,7,12,5,0,0,0,0,0,0,0,0,0
668,exact,5,5,2,0,0,0,0,0,0,0,0,0
669,exact,3,4,4,0,0,0,0,0,0,0,0,0
670,exact,9,24,8,0,0,0,0,0,0,0,0,0
672,near,2,3,4,0,0,0,0,0,0,0,0,0
673,exact,6,8,6,0,0,0,0,0,0,0,0,0
674,exact,5,6,3,0,0,1,0,1,1,0,0,1
675,exact,5,6,2,0,0,0,0,0,0,0,0,0
676,near,3,4,3,0,0,0,0,0,0,0,0,0
678,exact,6,8,2,0,0,0,0,0,0,0,0,0
680,exact,2,3,2,0,0,0,0,0,0,0,0,0
681,near,5,5,1,0,0,0,0,0,0,0,0,0
682,near,9,26,4,0,0,0,0,0,0,0,0,0
683,exact,3,4,2,0,0,0,0,0,0,0,0,0
685,exact,8,13,3,0,0,0,0,0,0,0,0,0
686,far,1,2,1,0,0,0,0,0,0,0,0,0
687,exact,5,6,2,0,0,0,0,0,0,0,0,0
688,near,9,32,9,1,1,1,1,1,0,0,1,0
689,exact,2,3,1,0,0,0,0,0,0,0,0,0
690,exact,1,2,4,0,0,0,0,0,0,0,0,0
691,exact,9,58,11,0,1,1,0,1,0,0,1,1
692,near,9,31,14,0,0,0,0,1,0,0,0,0
693,exact,9,87,7,2,2,3,2,2,2,3,1,3
694,exact,1,2,2,0,0,0,0,0,0,0,0,0
695,exact,2,3,3,0,0,0,0,0,0,0,0,0
696,exact,5,5,5,0,0,0,0,0,0,0,0,0
697,exact,8,14,7,0,0,0,0,0,0,0,0,0
698,far,9,37,6,0,0,0,0,0,0,0,0,0
699,near,3,4,3,0,0,0,0,0,0,0,0,0
700,exact,5,5,4,0,0,0,0,0,0,0,0,0
701,far,2,3,1,0,0,0,0,0,0,0,0,0
702,exact,6,7,1,0,0,0,0,0,0,0,0,0
703,near,6,7,3,0,0,0,0,0,0,0,0,0
704,exact,3,4,1,0,0,0,0,0,0,0,0,0
705,exact,8,14,10,0,0,0,0,0,0,0,0,0
706,near,2,3,2,0,0,0,0,0,0,0,0,0
707,near,8,16,4,0,1,0,0,1,0,0,0,0
709,exact,2,3,2,0,0,0,0,0,0,0,0,0
710,near,3,4,1,0,0,0,0,0,0,0,0,0
711,exact,6,7,5,0,0,0,0,0,0,0,0,0
712,near,6,7,4,0,0,0,0,0,0,0,0,0
713,near,2,3,3,0,0,0,0,0,0,0,0,0
714,far,1,2,2,0,0,0,0,0,0,0,0,0
715,exact,8,16,5,0,0,0,0,0,0,0,0,0
716,exact,3,4,1,0,0,0,0,0,0,0,0,0
717,exact,7,9,4,0,0,0,0,0,0,0,0,0
718,exact,2,3,2,1,1,1,1,1,1,1,1,1
719,exact,1,2,5,0,0,0,0,0,0,0,0,0
720,exact,3,4,1,0,0,0,0,0,0,0,0,0
721,exact,6,7,4,0,0,0,0,0,0,0,0,0
722,near,0,1,1,0,0,0,0,0,0,0,0,0
724,exact,3,4,1,0,0,0,0,0,0,0,0,0
725,exact,1,2,3,0,0,0,0,0,0,0,0,0
726,exact,8,20,8,0,0,0,0,0,0,0,0,0
727,exact,3,4,4,0,0,0,0,0,0,0,0,0
728,far,9,37,10,1,1,1,1,1,1,1,1,1
729,exact,3,4,1,0,0,0,0,0,0,0,0,0
730,exact,8,14,8,0,0,0,0,0,0,0,0,0
731,far,7,9,4,3,3,3,3,2,3,2,2,2
732,exact,0,0,1,0,0,0,0,0,0,0,0,0
733,near,9,22,5,0,0,0,0,0,0,0,0,0
734,exact,7,12,4,0,0,0,0,0,0,0,0,0
735,near,8,20,5,1,3,2,0,2,1,1,2,2
736,near,3,4,2,0,0,0,0,0,0,0,0,0
737,near,3,4,3,0,0,0,0,0,0,0,0,0
738,near,2,3,1,0,0,0,0,0,0,0,0,0
739,exact,2,3,1,0,0,0,0,0,0,0,0,0
741,far,8,15,11,2,2,2,2,2,0,2,2,1
742,exact,5,6,1,0,0,0,0,0,0,0,0,0
743,near,7,9,3,0,0,0,0,0,0,0,0,0
744,exact,5,6,1,0,0,0,0,0,0,0,0,0
745,exact,8,18,5,0,0,0,0,0,0,0,0,0
747,exact,9,25,13,0,0,0,0,0,0,0,0,0
748,exact,5,6,1,0,0,0,0,0,0,0,0,0
749,far,8,20,7,0,0,0,0,0,0,0,0,0
750,near,9,56,25,1,0,0,0,0,0,0,0,0
751,exact,2,3,1,0,0,0,0,0,0,0,0,0
752,exact,3,4,2,0,0,0,0,0,0,0,0,0
753,far,5,6,3,0,0,0,0,0,0,0,0,0
754,exact,9,24,7,0,0,0,0,0,0,0,0,0
755,near,1,2,1,0,0,0,0,0,0,0,0,0
756,exact,1,2,3,0,0,0,0,0,0,0,0,0
757,exact,7,10,3,0,0,0,0,0,0,0,0,0
758,near,6,7,4,0,0,0,0,0,0,0,0,0
759,near,8,13,3,0,0,0,0,0,0,0,0,0
760,exact,8,17,10,0,0,0,0,0,0,0,0,0
761,exact,7,9,4,0,0,0,0,0,0,0,0,0
762,exact,3,4,1,0,0,0,0,0,0,0,0,0
763,far,8,14,5,1,1,0,0,1,0,1,1,0
764,near,6,7,4,0,0,0,0,0,0,0,0,0
765,near,2,3,2,0,0,0,0,0,0,0,0,0
766,near,7,12,3,0,0,0,0,0,0,0,0,0
767,near,2,3,1,0,0,0,0,0,0,0,0,0
768,far,9,30,13,0,0,0,0,0,0,0,0,0
769,exact,2,3,2,0,0,0,0,0,0,0,0,0
770,near,2,3,4,0,0,0,0,0,0,0,0,0
771,near,8,14,4,0,0,0,0,0,0,0,0,0
773,exact,5,6,6,0,0,0,0,0,0,0,0,0
774,exact,7,9,2,0,0,0,0,0,0,0,0,0
775,near,8,15,5,0,0,0,0,0,0,0,0,0
776,near,7,10,3,0,0,0,0,0,0,0,0,0
777,exact,3,4,2,0,0,0,0,0,0,0,0,0
778,exact,8,13,6,0,0,0,0,0,0,0,0,0
780,exact,5,6,1,0,0,0,0,0,0,0,0,0
781,near,2,3,2,0,0,0,0,0,0,0,0,0
782,near,8,17,9,0,0,1,0,0,0,0,0,1
784,exact,7,9,4,0,0,0,0,0,0,0,0,0
785,exact,6,7,5,0,0,0,0,0,0,0,0,0
786,far,1,2,2,0,0,0,0,0,0,0,0,0
787,near,3,4,1,0,0,0,0,0,0,0,0,0
788,exact,2,3,2,0,0,0,0,0,0,0,0,0
789,exact,8,13,5,0,0,0,0,0,0,0,0,0
790,exact,8,13,1,0,0,0,0,0,0,0,0,0
791,near,6,7,1,0,0,0,0,0,0,0,0,0
792,exact,9,48,13,1,0,0,1,0,1,1,0,1
793,exact,3,4,1,0,0,0,0,0,0,0,0,0
794,near,3,4,8,0,0,0,0,0,0,0,0,0
795,exact,3,4,5,0,0,0,0,0,0,0,0,0
796,exact,5,5,2,0,0,0,0,0,0,0,0,0
797,exact,2,3,1,0,0,0,0,0,0,0,0,0
798,near,9,41,4,0,0,0,0,0,0,0,0,0
799,far,5,5,2,0,0,0,0,0,0,0,0,0
800,near,8,17,8,0,0,0,0,0,0,0,0,0
801,near,9,128,49,2,1,1,3,0,4,4,2,4
803,exact,8,20,12,0,0,0,0,0,0,0,0,0
804,exact,7,10,2,2,1,2,2,1,1,1,1,2
805,exact,1,2,3,0,0,0,0,0,0,0,0,0
807,far,7,10,7,0,0,0,0,0,0,0,0,0
809,exact,1,2,2,0,0,0,0,0,0,0,0,0
812,far,7,12,5,0,0,0,0,0,0,0,0,0
813,exact,3,4,2,0,0,0,0,0,0,0,0,0
814,exact,1,2,4,0,0,0,0,0,0,0,0,0
815,exact,7,9,3,0,0,0,0,0,0,0,0,0
816,near,7,10,2,0,0,0,0,0,0,0,0,0
817,near,1,2,2,0,0,0,0,0,0,0,0,0
818,exact,8,14,1,0,0,0,0,0,0,0,0,0
820,near,7,10,5,0,0,0,0,0,0,0,0,0
821,near,2,3,2,0,0,0,0,0,0,0,0,0
822,near,2,3,2,0,0,0,0,0,0,0,0,0
823,near,5,5,2,0,0,0,0,0,0,0,0,0
824,exact,8,16,7,0,0,0,0,0,0,0,0,0
825,near,5,6,1,0,0,0,0,0,0,0,0,0
826,near,9,41,9,2,1,0,0,0,0,0,1,0
827,exact,9,23,11,0,0,0,0,0,1,0,0,0
828,far,9,70,20,2,1,1,3,1,1,2,1,1
829,near,7,10,1,0,0,0,0,0,0,0,0,0
830,exact,1,2,2,0,0,0,0,0,0,0,0,0
831,exact,6,8,2,0,0,0,0,0,0,0,0,0
832,far,7,11,12,0,0,0,0,0,0,0,0,0
833,near,6,7,1,0,0,0,0,0,0,0,0,0
834,near,1,2,1,0,0,0,0,0,0,0,0,0
835,near,2,3,3,0,0,0,0,0,0,0,0,0
836,exact,8,19,4,3,2,2,2,2,2,3,2,2
837,exact,5,5,5,0,0,0,0,0,0,0,0,0
838,exact,0,1,3,0,0,0,0,0,0,0,0,0
839,exact,9,67,22,2,2,2,1,2,1,1,1,3
841,near,8,13,2,0,0,0,0,0,0,0,0,0
842,exact,9,27,9,2,1,2,1,1,2,2,1,2
843,near,5,5,2,0,0,0,0,0,0,0,0,0
844,exact,6,7,16,3,3,3,3,1,3,2,2,3
846,exact,8,13,4,0,0,0,0,0,0,0,0,0
847,exact,2,3,2,0,0,0,0,0,0,0,0,0
848,near,8,13,8,0,0,0,0,0,0,0,0,0
850,near,8,13,3,0,0,0,0,0,0,0,0,0
852,exact,8,18,10,0,0,0,0,0,0,0,0,0
853,near,5,5,2,0,0,0,0,0,0,0,0,0
854,far,7,9,6,0,0,0,0,0,0,0,0,0
855,near,7,11,4,0,0,0,0,0,0,0,0,0
856,exact,8,15,2,0,0,0,0,0,0,0,0,0
857,near,2,3,1,0,0,0,0,0,0,0,0,0
858,exact,2,3,2,0,0,0,0,0,0,0,0,0
859,exact,1,2,2,0,0,0,0,0,0,0,0,0
860,exact,8,14,9,0,0,0,0,0,0,0,0,0
861,exact,3,4,1,0,0,0,0,0,0,0,0,0
862,exact,5,5,3,0,0,0,0,0,0,0,0,0
864,far,5,5,4,0,0,0,0,0,0,0,0,0
865,exact,1,2,2,0,0,0,0,0,0,0,0,0
866,exact,3,4,1,0,0,0,0,0,0,0,0,0
867,near,0,1,1,0,0,0,0,0,0,0,0,0
868,far,8,17,3,0,0,0,0,0,0,0,0,0
869,far,8,15,4,0,0,0,0,0,0,0,0,0
870,exact,5,6,4,0,0,0,0,0,0,0,0,0
871,exact,9,39,13,0,0,0,1,0,0,0,0,0
872,near,1,2,1,0,0,0,0,0,0,0,0,0
873,exact,2,3,2,0,0,0,0,0,0,0,0,0
874,exact,7,10,3,0,0,0,0,0,0,0,0,0
875,near,3,4,2,0,0,0,0,0,0,0,0,0
876,exact,9,49,19,0,0,0,0,0,0,0,0,0
877,exact,5,6,3,0,0,0,0,0,0,0,0,0
878,exact,9,43,21,0,0,0,1,2,2,0,0,0
879,near,5,6,1,0,0,0,0,0,0,0,0,0
880,exact,3,4,2,0,0,0,0,0,0,0,0,0
881,far,9,25,11,0,0,0,0,0,0,0,0,0
883,exact,9,104,41,4,2,2,3,2,1,3,2,1
884,near,3,4,1,0,0,0,0,0,0,0,0,0
885,exact,6,7,1,0,0,0,0,0,0,0,0,0
887,near,9,57,17,1,1,1,1,1,1,0,1,1
888,exact,3,4,1,0,0,0,0,0,0,0,0,0
889,exact,8,16,6,0,0,0,0,0,0,0,0,0
890,near,8,18,6,0,0,0,0,0,0,0,0,0
891,exact,8,15,5,0,0,0,0,0,0,0,0,0
892,near,7,9,4,0,0,0,0,0,0,0,0,0
894,exact,5,6,7,0,0,0,0,0,0,0,0,0
895,exact,5,5,1,0,0,0,0,0,0,0,0,0
896,exact,5,6,1,0,0,0,0,0,0,0,0,0
897,near,9,22,5,3,4,3,0,4,0,3,4,3
898,exact,7,12,2,0,0,0,0,0,0,0,0,0
899,near,6,8,4,0,0,0,0,0,0,0,0,0
900,exact,2,3,1,0,0,0,0,0,0,0,0,0
901,near,8,20,9,0,0,0,0,0,0,0,0,0
902,exact,5,6,4,0,0,0,0,0,0,0,0,0
904,exact,7,11,3,0,0,1,0,0,1,0,0,1
905,exact,5,6,2,0,0,0,0,0,0,0,0,0
906,exact,1,2,3,0,0,0,0,0,0,0,0,0
908,far,9,27,14,2,1,2,0,0,0,1,1,2
910,exact,1,2,2,0,0,0,0,0,0,0,0,0
911,exact,9,34,18,0,0,0,0,0,0,0,0,0
912,far,2,3,4,0,0,0,0,0,0,0,0,0
913,near,9,33,13,1,1,1,1,1,1,1,1,1
914,exact,2,3,2,0,0,0,0,0,0,0,0,0
915,far,9,168,74,4,2,3,4,3,2,4,4,5
917,near,8,18,1,0,0,0,0,0,0,0,0,0
918,exact,5,6,3,0,0,0,0,0,0,0,0,0
919,exact,2,3,2,0,0,0,0,0,0,0,0,0
920,near,2,3,1,0,0,0,0,0,0,0,0,0
921,exact,1,2,2,0,0,0,0,0,0,0,0,0
923,near,7,9,6,0,0,0,0,0,0,0,0,0
924,near,6,7,3,0,0,0,0,0,0,0,1,1
925,exact,3,4,2,0,0,0,0,0,0,0,0,0
926,far,9,35,11,0,1,0,0,1,0,0,0,0
927,near,1,2,3,0,0,0,0,0,0,0,0,0
928,far,0,1,3,0,0,0,0,0,0,0,0,0
929,exact,7,9,1,0,0,0,0,0,0,0,0,0
930,exact,2,3,3,0,0,0,0,0,0,0,0,0
931,near,5,5,2,0,0,0,0,0,0,0,0,0
932,exact,5,6,1,0,0,0,0,0,0,0,0,0
933,exact,5,5,2,0,0,0,0,0,0,0,0,0
935,near,5,5,3,0,0,0,0,0,0,0,0,0
936,near,6,7,1,0,0,0,0,0,0,0,0,0
937,near,6,8,4,0,0,0,0,0,0,0,0,0
938,near,6,8,2,0,0,0,0,0,0,0,0,0
939,near,9,29,1,0,0,0,0,0,0,0,0,0
940,exact,9,65,27,0,1,0,1,0,1,0,1,0
941,near,3,4,2,0,0,0,0,0,0,0,0,0
942,near,3,4,3,0,0,0,0,0,0,0,0,0
943,near,7,11,6,3,3,3,3,3,3,2,3,3
945,near,2,3,1,0,0,0,0,0,0,0,0,0
946,near,9,148,78,4,8,4,4,7,6,1,4,5
947,exact,5,5,2,0,0,0,0,0,0,0,0,0
949,near,6,8,4,0,0,0,0,0,0,0,0,0
950,near,7,11,2,0,0,0,0,0,0,0,0,0
951,far,7,12,4,0,0,0,0,0,0,0,0,0
953,exact,3,4,2,0,0,0,0,0,0,0,0,0
954,near,2,3,1,0,0,0,0,0,0,0,0,0
955,exact,6,7,5,0,0,0,0,0,0,0,0,0
956,exact,3,4,1,0,0,0,0,0,0,0,0,0
958,near,8,18,3,0,0,0,0,0,0,0,0,0
959,exact,3,4,2,0,0,0,0,0,0,0,0,0
960,far,6,7,1,0,0,0,0,0,0,0,0,0
961,near,1,2,1,0,0,0,0,0,0,0,0,0
962,near,3,4,1,0,0,0,0,0,0,0,0,0
963,exact,5,5,3,0,0,0,0,0,0,0,0,0
964,exact,3,4,1,0,0,0,0,0,0,0,0,0
965,near,5,5,2,0,0,0,0,0,0,0,0,0
966,exact,9,27,4,0,0,0,0,0,0,0,0,0
968,exact,3,4,1,0,0,0,0,0,0,0,0,0
969,far,2,3,3,0,0,0,0,0,0,0,0,0
970,near,0,0,4,0,0,0,0,0,0,0,0,0
971,near,2,3,1,0,0,0,0,0,0,0,0,0
972,exact,3,4,4,0,0,0,0,0,0,0,0,0
973,near,3,4,3,1,0,0,1,0,0,0,0,0
974,near,7,9,1,0,0,0,0,0,0,0,0,0
975,near,5,6,2,0,0,0,0,0,0,0,0,0
976,exact,6,8,4,0,0,0,0,0,0,0,0,0
977,near,3,4,3,0,0,0,0,0,0,0,0,0
978,exact,7,10,4,0,0,0,0,0,0,0,0,0
979,near,9,23,11,2,1,1,2,2,1,1,1,1
980,exact,1,2,2,0,0,0,0,0,0,0,0,0
981,near,3,4,2,0,0,0,0,0,0,0,0,0
982,near,7,11,4,0,0,0,0,0,0,0,0,0
983,far,8,15,4,1,1,1,1,1,1,1,1,1
984,near,3,4,3,0,0,0,0,0,0,0,0,0
985,exact,9,34,16,0,0,0,0,0,0,0,0,1
986,exact,3,4,1,1,0,0,1,0,0,0,0,0
987,near,5,6,5,0,0,0,0,0,0,0,0,0
988,near,8,13,4,0,0,0,0,0,0,0,0,0
989,near,7,10,4,0,0,0,0,0,0,0,0,0
990,exact,5,5,2,0,0,0,0,0,0,0,0,0
991,exact,6,7,1,0,0,0,0,0,0,0,0,0
993,exact,1,2,2,0,0,0,0,0,0,0,0,0
994,near,8,18,5,0,0,0,1,0,1,0,0,0
995,exact,8,18,4,0,0,0,0,0,0,0,0,0
996,exact,9,78,48,6,6,5,9,6,6,6,4,2
997,near,5,5,2,0,0,0,0,0,0,0,0,0
998,exact,7,9,1,0,0,0,0,0,0,0,0,0
999,near,9,32,15,5,6,6,6,6,6,5,5,5
1000,exact,7,9,4,0,0,0,0,0,0,0,0,0
1001,near,2,3,1,0,0,0,0,0,0,0,0,0
1003,exact,5,5,1,0,0,0,0,0,0,0,0,0
1004,near,5,6,2,0,0,0,0,0,0,0,0,0
1005,exact,3,4,1,0,0,0,0,0,0,0,0,0
1006,near,9,37,15,0,0,0,0,0,0,0,0,0
1007,near,8,13,4,1,0,1,1,0,0,0,0,0
1008,near,1,2,2,0,0,0,0,0,0,0,0,0
1009,exact,9,37,16,0,0,1,0,0,1,0,2,1
1010,far,8,20,8,0,0,0,0,0,0,0,0,0
1011,exact,1,2,1,0,0,0,0,0,0,0,0,0
1012,exact,1,2,3,0,0,0,0,1,0,0,0,0
1013,exact,5,6,3,0,0,0,0,0,0,0,0,0
1015,exact,6,8,3,0,0,0,0,0,0,0,0,0
1016,exact,1,2,2,0,0,0,0,0,0,0,0,0
1017,exact,2,3,2,0,0,0,0,0,0,0,0,0
1018,near,7,11,1,0,0,0,0,0,0,0,0,0
1019,exact,6,8,2,0,0,0,0,0,0,0,0,0
1020,exact,6,8,3,0,0,0,0,0,0,0,0,0
1021,exact,9,26,6,0,0,0,0,0,0,0,0,0
1022,exact,2,3,3,0,0,0,0,0,0,0,0,0
1023,exact,9,33,22,0,0,0,0,0,0,1,0,0
1024,near,5,5,2,0,0,0,0,0,0,0,0,0
1025,near,7,10,5,0,0,0,0,0,0,0,0,0
1026,near,5,5,3,0,0,0,0,0,0,0,0,0
1027,exact,9,37,14,2,1,1,1,1,0,1,1,0
1028,near,8,13,3,0,0,0,0,0,0,0,0,0
1029,near,7,9,3,0,0,0,0,0,0,0,0,0
1031,exact,5,5,2,0,0,0,0,0,0,0,0,0
1032,far,6,7,1,0,0,0,0,0,0,0,0,0
1033,exact,8,14,9,0,0,1,0,0,1,0,0,0
1034,exact,8,16,5,1,1,1,0,1,1,0,0,1
1035,exact,6,7,3,0,0,0,0,0,0,0,0,0
1036,far,3,4,4,0,0,0,0,0,0,0,0,0
1037,exact,6,8,6,0,0,0,0,0,0,0,0,0
1038,near,1,2,2,0,0,0,0,0,0,0,0,0
1040,exact,6,7,4,0,0,0,0,0,0,0,0,0
1041,near,6,7,1,0,0,0,0,0,0,0,0,0
1042,near,9,52,28,0,0,1,1,0,1,0,0,0
1043,exact,2,3,2,0,0,0,0,0,0,0,0,0
1044,near,3,4,1,0,0,0,0,0,0,0,0,0
1045,far,3,4,2,0,0,0,0,0,0,0,0,0
1046,near,0,1,1,0,0,0,0,0,0,0,0,0
1049,exact,1,2,3,0,0,0,0,0,0,0,0,0
1050,exact,9,27,11,1,0,1,0,1,1,1,0,1
1051,near,0,1,4,0,0,0,0,0,0,0,0,0
1052,far,8,20,10,0,0,0,0,0,0,0,0,0
1053,exact,2,3,1,0,0,0,0,0,0,0,0,0
1054,exact,6,8,3,1,0,0,1,0,1,0,0,0
1055,far,3,4,1,0,0,0,0,0,0,0,0,0
1056,near,6,8,2,0,0,0,0,0,0,0,0,0
1057,exact,5,5,1,0,0,0,0,0,0,0,0,0
1059,near,5,5,2,0,0,0,0,0,0,0,0,0
1060,near,3,4,3,0,0,0,1,0,0,0,0,0
1061,exact,0,1,3,0,0,0,0,0,0,0,0,0
1062,exact,8,18,7,0,0,0,0,0,0,0,0,0
1063,exact,0,1,2,0,0,0,0,0,0,0,0,0
1064,near,6,7,3,0,0,0,0,0,0,0,0,0
1065,near,2,3,1,0,0,0,0,0,0,0,0,0
1066,exact,5,5,4,0,0,0,0,0,0,0,0,0
1067,exact,8,16,2,0,0,0,0,0,0,0,0,0
1068,exact,3,4,3,0,0,0,0,0,0,0,0,0
1069,exact,5,5,1,0,0,0,0,0,0,0,0,0
1070,near,2,3,3,0,0,0,0,0,0,0,0,0
1071,near,1,2,2,0,0,0,0,0,0,0,0,0
1072,exact,2,3,2,0,0,0,0,0,0,0,0,0
1073,exact,7,10,5,0,0,0,0,0,0,0,0,0
1074,exact,1,2,1,0,0,0,0,0,0,0,0,0
1076,near,2,3,2,0,0,0,0,0,0,0,0,0
1077,near,8,15,7,0,0,0,0,0,0,0,0,0
1078,exact,8,14,11,0,0,0,0,0,0,0,0,0
1080,exact,2,3,2,0,0,0,0,0,0,0,0,0
1081,exact,1,2,3,0,0,0,0,0,0,0,0,0
1082,near,8,17,7,0,0,0,0,0,0,0,0,0
1084,exact,0,1,5,0,0,0,0,0,0,0,0,0
1085,far,2,3,2,0,0,0,0,0,0,0,0,0
1086,near,3,4,1,0,0,0,0,0,0,0,0,0
1087,exact,5,6,2,0,0,0,0,0,0,0,0,0
1089,exact,9,51,14,7,7,7,6,4,7,7,5,7
1090,near,5,5,4,0,0,0,0,0,0,0,0,0
1091,near,3,4,3,0,0,0,0,0,0,0,0,0
1092,near,1,2,2,0,0,0,0,0,0,0,0,0
1093,near,7,9,1,0,0,0,0,0,0,0,0,0
1095,exact,9,40,13,1,2,1,1,1,1,2,2,0
1096,far,5,5,3,0,0,0,0,0,0,0,0,0
1098,near,1,2,2,0,0,0,0,0,0,0,0,0
1099,near,9,124,58,5,8,6,7,8,5,7,5,6
1100,far,5,6,4,0,0,0,0,0,0,0,0,0
1101,exact,5,6,1,0,0,0,0,0,0,0,0,0
1103,far,5,6,4,0,1,0,0,1,0,0,1,0
1104,near,8,18,9,0,0,0,0,0,0,0,0,0
1105,far,6,8,8,0,1,1,0,1,2,0,1,2
1106,near,5,6,8,1,1,1,1,1,1,1,1,1
1107,exact,0,1,1,0,0,0,0,0,0,0,0,0
1108,exact,8,14,7,0,1,1,0,1,0,1,1,0
1109,exact,2,3,2,0,0,0,0,0,0,0,0,0
1110,exact,7,11,2,0,0,0,0,0,0,0,0,0
1112,far,8,19,6,1,1,1,1,1,1,1,1,1
1113,near,6,7,2,0,0,0,0,0,0,0,0,0
