arm,seed,epoch,loss,bpr_loss,emb_loss,epoch_seconds
LATTICE + object graph,1,157,0.48956,0.45497,0.03459,2.9
LATTICE + object graph,1,158,0.47028,0.43562,0.03466,2.9
LATTICE + object graph,1,159,0.4574,0.42265,0.03475,2.9
LATTICE + object graph,1,160,0.50278,0.46794,0.03483,2.9
LATTICE + object graph,1,161,0.43804,0.40315,0.03489,2.9
LATTICE + object graph,1,162,0.46415,0.42918,0.03497,2.9
LATTICE + object graph,1,163,0.43863,0.40354,0.03508,2.9
LATTICE + object graph,1,164,0.44352,0.40838,0.03514,2.9
LATTICE + object graph,1,165,0.43357,0.39834,0.03524,2.9
LATTICE + object graph,1,166,0.44769,0.41242,0.03527,2.9
LATTICE + object graph,1,167,0.43094,0.39558,0.03536,2.9
LATTICE + object graph,1,168,0.42098,0.38555,0.03542,2.9
LATTICE + object graph,1,169,0.4238,0.38826,0.03554,2.9
LATTICE + object graph,1,170,0.41116,0.37556,0.0356,2.9
LATTICE + object graph,1,171,0.38821,0.35251,0.03571,2.9
LATTICE + object graph,1,172,0.40304,0.36734,0.0357,2.9
LATTICE + object graph,1,173,0.41119,0.37536,0.03583,2.9
LATTICE + object graph,1,174,0.3872,0.35132,0.03588,2.9
LATTICE + object graph,1,175,0.41033,0.37435,0.03598,2.9
LATTICE + object graph,2,0,103.08373,103.08205,0.00168,3.2
LATTICE + object graph,2,1,100.84565,100.84389,0.00176,2.9
LATTICE + object graph,2,2,98.25094,98.24906,0.00188,2.9
LATTICE + object graph,2,3,95.32276,95.32074,0.00203,2.9
LATTICE + object graph,2,4,91.93531,91.93309,0.00222,2.9
LATTICE + object graph,2,5,88.28072,88.27826,0.00246,2.9
LATTICE + object graph,2,6,84.30054,84.2978,0.00274,2.9
LATTICE + object graph,2,7,80.05876,80.05569,0.00307,2.9
LATTICE + object graph,2,8,75.76927,75.76584,0.00344,2.9
LATTICE + object graph,2,9,71.55325,71.54943,0.00381,2.9
LATTICE + object graph,2,10,67.18669,67.18245,0.00424,2.9
LATTICE + object graph,2,11,63.19215,63.18749,0.00466,2.8
LATTICE + object graph,2,12,59.15003,59.1449,0.00513,2.9
LATTICE + object graph,2,13,55.6517,55.64612,0.00558,2.9
LATTICE + object graph,2,14,52.11401,52.10797,0.00603,2.8
LATTICE + object graph,2,15,49.03495,49.02848,0.00647,2.9
LATTICE + object graph,2,16,46.08312,46.07619,0.00693,2.9
LATTICE + object graph,2,17,43.18714,43.17977,0.00738,2.9
LATTICE + object graph,2,18,40.62086,40.61302,0.00784,2.9
LATTICE + object graph,2,19,38.16475,38.15645,0.0083,2.8
LATTICE + object graph,2,20,35.79793,35.78919,0.00875,2.9
LATTICE + object graph,2,21,33.68058,33.67138,0.00921,2.8
LATTICE + object graph,2,22,31.81682,31.8072,0.00962,2.9
LATTICE + object graph,2,23,29.98954,29.97952,0.01002,2.9
LATTICE + object graph,2,24,28.31402,28.30356,0.01045,2.9
LATTICE + object graph,2,25,26.57329,26.56243,0.01087,2.9
LATTICE + object graph,2,26,25.22695,25.21567,0.01128,2.9
LATTICE + object graph,2,27,23.85417,23.84249,0.01168,2.9
LATTICE + object graph,2,28,22.52678,22.51473,0.01205,2.9
LATTICE + object graph,2,29,21.32869,21.31623,0.01246,2.9
LATTICE + object graph,2,30,20.16634,20.15351,0.01283,2.9
LATTICE + object graph,2,31,19.2089,19.19571,0.01319,2.9
LATTICE + object graph,2,32,18.25364,18.24014,0.0135,2.9
LATTICE + object graph,2,33,17.34335,17.32944,0.0139,2.9
LATTICE + object graph,2,34,16.29179,16.2775,0.01429,2.9
LATTICE + object graph,2,35,15.60637,15.59177,0.0146,2.9
LATTICE + object graph,2,36,14.79468,14.77975,0.01493,2.9
LATTICE + object graph,2,37,14.0976,14.08236,0.01525,2.9
LATTICE + object graph,2,38,13.44636,13.43081,0.01554,2.9
LATTICE + object graph,2,39,12.84573,12.82983,0.01591,2.9
LATTICE + object graph,2,40,12.20193,12.18573,0.0162,2.9
LATTICE + object graph,2,41,11.6485,11.63197,0.01653,2.9
LATTICE + object graph,2,42,11.09681,11.08001,0.0168,2.9
LATTICE + object graph,2,43,10.58181,10.56467,0.01714,2.9
LATTICE + object graph,2,44,10.09201,10.07458,0.01744,2.9
LATTICE + object graph,2,45,9.58824,9.57053,0.01771,2.9
LATTICE + object graph,2,46,9.22207,9.20407,0.01801,3.0
LATTICE + object graph,2,47,8.8263,8.80801,0.01829,2.9
LATTICE + object graph,2,48,8.54886,8.53036,0.0185,2.9
LATTICE + object graph,2,49,8.1323,8.1135,0.01879,2.9
LATTICE + object graph,2,50,7.74816,7.72911,0.01905,2.9
LATTICE + object graph,2,51,7.44127,7.42198,0.01929,2.4
LATTICE + object graph,2,52,7.14656,7.12703,0.01953,2.4
LATTICE + object graph,2,53,6.87547,6.85564,0.01983,2.4
LATTICE + object graph,2,54,6.56634,6.54627,0.02007,2.4
LATTICE + object graph,2,55,6.30985,6.28953,0.02032,2.4
LATTICE + object graph,2,56,6.02881,6.00831,0.0205,2.4
LATTICE + object graph,2,57,5.89509,5.87433,0.02076,2.4
LATTICE + object graph,2,58,5.55765,5.53663,0.02103,2.4
LATTICE + object graph,2,59,5.34235,5.32107,0.02128,2.4
LATTICE + object graph,2,60,5.19548,5.174,0.02148,2.4
LATTICE + object graph,2,61,4.97625,4.95452,0.02174,2.4
LATTICE + object graph,2,62,4.82754,4.80559,0.02194,2.4
LATTICE + object graph,2,63,4.65161,4.62944,0.02217,2.4
LATTICE + object graph,2,64,4.43553,4.41317,0.02236,2.4
LATTICE + object graph,2,65,4.34443,4.32187,0.02256,2.4
LATTICE + object graph,2,66,4.20693,4.18415,0.02278,2.4
LATTICE + object graph,2,67,4.00748,3.98446,0.02302,2.4
LATTICE + object graph,2,68,3.90599,3.88282,0.02317,2.4
LATTICE + object graph,2,69,3.75117,3.72782,0.02335,2.4
LATTICE + object graph,2,70,3.62208,3.59852,0.02355,2.4
LATTICE + object graph,2,71,3.52549,3.50171,0.02378,2.4
LATTICE + object graph,2,72,3.39328,3.36933,0.02395,2.4
LATTICE + object graph,2,73,3.30139,3.27724,0.02415,2.4
LATTICE + object graph,2,74,3.14717,3.12282,0.02436,2.4
LATTICE + object graph,2,75,3.03556,3.01102,0.02454,2.4
LATTICE + object graph,2,76,2.92462,2.8999,0.02472,2.4
LATTICE + object graph,2,77,2.84199,2.81708,0.02492,2.4
LATTICE + object graph,2,78,2.78201,2.75691,0.0251,2.4
LATTICE + object graph,2,79,2.65705,2.63183,0.02522,2.4
LATTICE + object graph,2,80,2.57657,2.55116,0.02542,2.4
LATTICE + object graph,2,81,2.5038,2.47819,0.02561,2.4
LATTICE + object graph,2,82,2.43934,2.41362,0.02572,2.4
LATTICE + object graph,2,83,2.40359,2.37765,0.02594,2.4
LATTICE + object graph,2,84,2.3043,2.27825,0.02605,2.4
LATTICE + object graph,2,85,2.22568,2.19946,0.02622,2.4
LATTICE + object graph,2,86,2.16967,2.14322,0.02645,2.4
LATTICE + object graph,2,87,2.12678,2.10017,0.02661,2.4
LATTICE + object graph,2,88,2.03325,2.00651,0.02674,2.4
LATTICE + object graph,2,89,2.02451,1.99759,0.02692,2.4
LATTICE + object graph,2,90,1.93041,1.90339,0.02703,2.4
LATTICE + object graph,2,91,1.88594,1.8587,0.02723,2.4
LATTICE + object graph,2,92,1.8277,1.80043,0.02728,2.4
LATTICE + object graph,2,93,1.73575,1.70827,0.02748,2.4
LATTICE + object graph,2,94,1.7109,1.68325,0.02764,2.4
LATTICE + object graph,2,95,1.6656,1.63778,0.02782,2.4
LATTICE + object graph,2,96,1.6101,1.58213,0.02797,2.4
LATTICE + object graph,2,97,1.59299,1.56485,0.02814,2.4
LATTICE + object graph,2,98,1.5867,1.55846,0.02824,2.4
LATTICE + object graph,2,99,1.51752,1.48912,0.0284,2.4
LATTICE + object graph,2,100,1.47426,1.44581,0.02845,2.4
LATTICE + object graph,2,101,1.43019,1.4015,0.02869,2.4
LATTICE + object graph,2,102,1.41183,1.38304,0.02879,2.4
LATTICE + object graph,2,103,1.35974,1.33079,0.02895,2.4
LATTICE + object graph,2,104,1.30561,1.27655,0.02907,2.4
LATTICE + object graph,2,105,1.31917,1.28996,0.02921,2.4
LATTICE + object graph,2,106,1.28288,1.25351,0.02937,2.4
LATTICE + object graph,2,107,1.27982,1.25033,0.02949,2.4
LATTICE + object graph,2,108,1.22238,1.1927,0.02967,2.4
LATTICE + object graph,2,109,1.19019,1.16045,0.02975,2.4
LATTICE + object graph,2,110,1.14357,1.11371,0.02986,2.4
LATTICE + object graph,2,111,1.12935,1.09933,0.03002,2.4
LATTICE + object graph,2,112,1.12804,1.09794,0.0301,2.4
LATTICE + object graph,2,113,1.07741,1.04722,0.03019,2.4
LATTICE + object graph,2,114,1.03551,1.00516,0.03035,2.4
LATTICE + object graph,2,115,1.05527,1.02482,0.03045,2.4
LATTICE + object graph,2,116,1.01132,0.98076,0.03056,2.4
LATTICE + object graph,2,117,0.99908,0.96834,0.03074,2.4
LATTICE + object graph,2,118,0.97156,0.94068,0.03088,2.4
LATTICE + object graph,2,119,0.97649,0.94549,0.031,2.4
LATTICE + object graph,2,120,0.92339,0.89233,0.03107,2.4
LATTICE + object graph,2,121,0.91183,0.88063,0.0312,2.4
LATTICE + object graph,2,122,0.89321,0.86189,0.03132,2.4
LATTICE + object graph,2,123,0.88469,0.85321,0.03148,2.4
LATTICE + object graph,2,124,0.87114,0.83961,0.03153,2.4
LATTICE + object graph,2,125,0.82977,0.79815,0.03162,2.4
LATTICE + object graph,2,126,0.81525,0.78347,0.03177,2.4
LATTICE + object graph,2,127,0.80946,0.77761,0.03185,2.4
LATTICE + object graph,2,128,0.77893,0.74696,0.03196,2.4
LATTICE + object graph,2,129,0.78121,0.74915,0.03206,2.4
LATTICE + object graph,2,130,0.74617,0.71398,0.03219,2.4
LATTICE + object graph,2,131,0.73442,0.70216,0.03226,2.4
LATTICE + object graph,2,132,0.71904,0.68667,0.03237,2.4
LATTICE + object graph,2,133,0.74397,0.71152,0.03245,2.4
LATTICE + object graph,2,134,0.70044,0.66785,0.03259,2.4
LATTICE + object graph,2,135,0.71337,0.68068,0.03269,2.4
LATTICE + object graph,2,136,0.70584,0.67309,0.03274,2.4
LATTICE + object graph,2,137,0.65872,0.62584,0.03288,2.4
LATTICE + object graph,2,138,0.66207,0.62912,0.03295,2.3
LATTICE + object graph,2,139,0.64518,0.61204,0.03314,2.4
LATTICE + object graph,2,140,0.63062,0.59744,0.03317,2.4
LATTICE + object graph,2,141,0.61974,0.58651,0.03323,2.4
LATTICE + object graph,2,142,0.59905,0.56569,0.03336,2.4
LATTICE + object graph,2,143,0.58645,0.553,0.03344,2.4
LATTICE + object graph,2,144,0.61603,0.58253,0.0335,2.4
LATTICE + object graph,2,145,0.56639,0.53273,0.03366,2.4
LATTICE + object graph,2,146,0.5487,0.51498,0.03372,2.4
LATTICE + object graph,2,147,0.54824,0.51442,0.03382,2.4
LATTICE + object graph,2,148,0.55889,0.52496,0.03393,2.4
LATTICE + object graph,2,149,0.53275,0.49877,0.03398,2.4
LATTICE + object graph,2,150,0.53476,0.50068,0.03408,2.4
LATTICE + object graph,2,151,0.52862,0.49445,0.03417,2.4
LATTICE + object graph,2,152,0.53121,0.49694,0.03426,2.4
LATTICE + object graph,2,153,0.51006,0.47567,0.03438,2.4
LATTICE + object graph,2,154,0.50901,0.4746,0.03441,2.4
LATTICE + object graph,2,155,0.50333,0.46879,0.03454,2.4
LATTICE + object graph,2,156,0.47454,0.43994,0.03459,2.4
LATTICE + object graph,2,157,0.49188,0.4572,0.03468,2.4
LATTICE + object graph,2,158,0.49252,0.45771,0.03481,2.4
LATTICE + object graph,2,159,0.45922,0.42432,0.0349,2.4
LATTICE + object graph,2,160,0.47871,0.44375,0.03496,2.4
LATTICE + object graph,2,161,0.45169,0.41673,0.03496,2.4
LATTICE + object graph,2,162,0.43345,0.39838,0.03508,2.4
LATTICE + object graph,2,163,0.43282,0.39767,0.03515,2.4
LATTICE + object graph,2,164,0.45284,0.41761,0.03523,2.4
LATTICE + object graph,2,165,0.4159,0.3805,0.0354,2.4
LATTICE + object graph,2,166,0.42689,0.39145,0.03544,2.4
LATTICE + object graph,2,167,0.42277,0.38729,0.03548,2.4
LATTICE + object graph,2,168,0.40685,0.37127,0.03558,2.4
LATTICE + object graph,2,169,0.40194,0.36632,0.03562,2.4
LATTICE + object graph,2,170,0.3985,0.3628,0.0357,2.5
LATTICE + object graph,2,171,0.42326,0.38746,0.0358,2.4
LATTICE + object graph,2,172,0.38593,0.35009,0.03584,2.4
LATTICE + object graph,2,173,0.40508,0.36915,0.03593,2.4
LATTICE + object graph,2,174,0.37396,0.33796,0.036,2.4
LATTICE + object graph,2,175,0.37169,0.33564,0.03604,2.4
