arm,seed,epoch,loss,bpr_loss,emb_loss,epoch_seconds
LATTICE (image+text),2,56,6.03747,6.01748,0.01998,3.1
LATTICE (image+text),2,57,5.90713,5.88688,0.02025,3.1
LATTICE (image+text),2,58,5.56026,5.53974,0.02052,3.1
LATTICE (image+text),2,59,5.38699,5.36622,0.02078,3.1
LATTICE (image+text),2,60,5.21424,5.19326,0.02097,3.1
LATTICE (image+text),2,61,4.97646,4.95522,0.02123,3.1
LATTICE (image+text),2,62,4.82298,4.80153,0.02145,3.1
LATTICE (image+text),2,63,4.66913,4.64745,0.02168,3.1
LATTICE (image+text),2,64,4.45144,4.42957,0.02187,3.1
LATTICE (image+text),2,65,4.32091,4.29883,0.02207,3.1
LATTICE (image+text),2,66,4.18866,4.16637,0.02229,3.1
LATTICE (image+text),2,67,3.99737,3.97483,0.02254,3.1
LATTICE (image+text),2,68,3.87909,3.8564,0.02269,3.1
LATTICE (image+text),2,69,3.75341,3.73054,0.02287,3.1
LATTICE (image+text),2,70,3.59577,3.57269,0.02308,3.1
LATTICE (image+text),2,71,3.51625,3.49294,0.02331,3.1
LATTICE (image+text),2,72,3.37448,3.351,0.02348,3.1
LATTICE (image+text),2,73,3.27153,3.24785,0.02368,3.1
LATTICE (image+text),2,74,3.14407,3.12018,0.02389,3.1
LATTICE (image+text),2,75,3.02526,3.00118,0.02408,3.1
LATTICE (image+text),2,76,2.9053,2.88104,0.02426,3.1
LATTICE (image+text),2,77,2.80084,2.77638,0.02446,3.1
LATTICE (image+text),2,78,2.77715,2.7525,0.02465,3.1
LATTICE (image+text),2,79,2.64176,2.61698,0.02478,3.1
LATTICE (image+text),2,80,2.56078,2.53581,0.02497,3.1
LATTICE (image+text),2,81,2.49044,2.46526,0.02517,3.1
LATTICE (image+text),2,82,2.40941,2.38413,0.02528,3.1
LATTICE (image+text),2,83,2.37301,2.34749,0.02551,3.1
LATTICE (image+text),2,84,2.29184,2.26622,0.02562,3.1
LATTICE (image+text),2,85,2.21668,2.1909,0.02579,3.1
LATTICE (image+text),2,86,2.14628,2.12026,0.02602,3.1
LATTICE (image+text),2,87,2.09932,2.07313,0.02619,3.1
LATTICE (image+text),2,88,2.00425,1.97793,0.02632,3.1
LATTICE (image+text),2,89,1.99073,1.96423,0.0265,3.1
LATTICE (image+text),2,90,1.90783,1.88122,0.02661,3.1
LATTICE (image+text),2,91,1.86269,1.83588,0.02682,3.1
LATTICE (image+text),2,92,1.8042,1.77734,0.02687,3.1
LATTICE (image+text),2,93,1.71114,1.68407,0.02707,3.1
LATTICE (image+text),2,94,1.67947,1.65223,0.02724,3.1
LATTICE (image+text),2,95,1.63657,1.60915,0.02742,3.1
LATTICE (image+text),2,96,1.60152,1.57395,0.02757,3.1
LATTICE (image+text),2,97,1.57195,1.54421,0.02774,3.1
LATTICE (image+text),2,98,1.57149,1.54365,0.02784,3.1
LATTICE (image+text),2,99,1.49865,1.47064,0.02801,3.1
LATTICE (image+text),2,100,1.44638,1.41832,0.02806,3.1
LATTICE (image+text),2,101,1.41415,1.38585,0.0283,3.1
LATTICE (image+text),2,102,1.38646,1.35806,0.0284,3.1
LATTICE (image+text),2,103,1.32629,1.29773,0.02857,3.1
LATTICE (image+text),2,104,1.29288,1.2642,0.02868,3.1
LATTICE (image+text),2,105,1.26194,1.23312,0.02883,3.1
LATTICE (image+text),2,106,1.25541,1.22643,0.02898,3.1
LATTICE (image+text),2,107,1.25793,1.22882,0.02911,3.1
LATTICE (image+text),2,108,1.20132,1.17203,0.02929,3.1
LATTICE (image+text),2,109,1.17954,1.15017,0.02937,3.1
LATTICE (image+text),2,110,1.13728,1.10779,0.02949,3.1
LATTICE (image+text),2,111,1.10269,1.07305,0.02965,3.2
LATTICE (image+text),2,112,1.09919,1.06946,0.02973,3.1
LATTICE (image+text),2,113,1.0465,1.01667,0.02982,3.1
LATTICE (image+text),2,114,1.01648,0.98649,0.02999,3.1
LATTICE (image+text),2,115,1.02834,0.99824,0.0301,3.2
LATTICE (image+text),2,116,1.00225,0.97205,0.0302,3.1
LATTICE (image+text),2,117,0.98214,0.95176,0.03038,3.1
LATTICE (image+text),2,118,0.94617,0.91565,0.03052,3.1
LATTICE (image+text),2,119,0.95909,0.92844,0.03065,3.1
LATTICE (image+text),2,120,0.91637,0.88565,0.03072,3.1
LATTICE (image+text),2,121,0.88009,0.84924,0.03084,3.1
LATTICE (image+text),2,122,0.8652,0.83422,0.03098,3.1
LATTICE (image+text),2,123,0.87088,0.83974,0.03113,3.1
LATTICE (image+text),2,124,0.84403,0.81285,0.03118,3.1
LATTICE (image+text),2,125,0.80149,0.77021,0.03128,3.1
LATTICE (image+text),2,126,0.79782,0.76639,0.03144,3.1
LATTICE (image+text),2,127,0.80127,0.76975,0.03152,3.1
LATTICE (image+text),2,128,0.7773,0.74566,0.03164,3.1
LATTICE (image+text),2,129,0.77356,0.74183,0.03173,3.1
LATTICE (image+text),2,130,0.7385,0.70664,0.03187,3.1
LATTICE (image+text),2,131,0.70254,0.67061,0.03193,3.1
LATTICE (image+text),2,132,0.70082,0.66877,0.03205,3.1
LATTICE (image+text),2,133,0.7111,0.67897,0.03213,3.1
LATTICE (image+text),2,134,0.67667,0.6444,0.03227,3.1
LATTICE (image+text),2,135,0.70731,0.67494,0.03237,3.1
LATTICE (image+text),2,136,0.67534,0.6429,0.03243,3.1
LATTICE (image+text),2,137,0.63932,0.60675,0.03257,3.1
LATTICE (image+text),2,138,0.63292,0.60028,0.03264,3.1
LATTICE (image+text),2,139,0.62205,0.58923,0.03283,3.1
LATTICE (image+text),2,140,0.61448,0.58161,0.03287,3.1
LATTICE (image+text),2,141,0.60333,0.57041,0.03292,3.1
LATTICE (image+text),2,142,0.58548,0.55242,0.03306,3.1
LATTICE (image+text),2,143,0.57328,0.54014,0.03314,3.1
LATTICE (image+text),2,144,0.58686,0.55367,0.0332,3.1
LATTICE (image+text),2,145,0.55844,0.52508,0.03336,3.1
LATTICE (image+text),2,146,0.53695,0.50353,0.03342,3.1
LATTICE (image+text),2,147,0.53285,0.49932,0.03353,3.1
LATTICE (image+text),2,148,0.5337,0.50006,0.03364,3.1
LATTICE (image+text),2,149,0.50619,0.47249,0.03369,3.1
LATTICE (image+text),2,150,0.51364,0.47985,0.03379,3.1
LATTICE + object graph,0,0,103.08196,103.08028,0.00168,3.5
LATTICE + object graph,0,1,100.83638,100.83462,0.00176,3.3
LATTICE + object graph,0,2,98.23586,98.23398,0.00188,3.3
LATTICE + object graph,0,3,95.2981,95.29607,0.00203,3.3
LATTICE + object graph,0,4,91.97218,91.96996,0.00222,3.3
LATTICE + object graph,0,5,88.23579,88.23333,0.00246,3.3
LATTICE + object graph,0,6,84.30028,84.29754,0.00274,3.3
LATTICE + object graph,0,7,80.07117,80.06811,0.00307,3.3
LATTICE + object graph,0,8,75.70623,75.7028,0.00343,3.3
LATTICE + object graph,0,9,71.46247,71.45865,0.00382,3.3
LATTICE + object graph,0,10,67.27339,67.26915,0.00424,3.3
LATTICE + object graph,0,11,63.24134,63.23667,0.00466,3.3
LATTICE + object graph,0,12,59.30112,59.29601,0.00511,3.3
LATTICE + object graph,0,13,55.66974,55.66418,0.00556,3.3
LATTICE + object graph,0,14,52.19108,52.18504,0.00604,3.3
LATTICE + object graph,0,15,48.93563,48.92915,0.00648,3.3
LATTICE + object graph,0,16,45.93836,45.93142,0.00694,3.3
LATTICE + object graph,0,17,43.17858,43.1712,0.00738,3.3
LATTICE + object graph,0,18,40.46312,40.45524,0.00787,3.3
LATTICE + object graph,0,19,38.11157,38.10328,0.0083,3.3
LATTICE + object graph,0,20,35.79328,35.78454,0.00874,3.3
LATTICE + object graph,0,21,33.76187,33.7527,0.00918,3.3
LATTICE + object graph,0,22,31.86549,31.85591,0.00957,3.3
LATTICE + object graph,0,23,29.97824,29.96822,0.01002,3.3
LATTICE + object graph,0,24,28.26211,28.25169,0.01042,3.3
LATTICE + object graph,0,25,26.69655,26.68571,0.01084,3.3
LATTICE + object graph,0,26,25.23142,25.22018,0.01124,3.3
LATTICE + object graph,0,27,23.74985,23.73819,0.01167,3.3
LATTICE + object graph,0,28,22.44277,22.43071,0.01206,3.3
LATTICE + object graph,0,29,21.41756,21.40515,0.01242,3.3
LATTICE + object graph,0,30,20.26288,20.25013,0.01275,3.3
LATTICE + object graph,0,31,19.16432,19.15115,0.01317,3.3
LATTICE + object graph,0,32,18.09288,18.07931,0.01357,3.3
LATTICE + object graph,0,33,17.30865,17.29478,0.01387,3.3
LATTICE + object graph,0,34,16.32809,16.31387,0.01423,3.3
LATTICE + object graph,0,35,15.54356,15.52896,0.0146,3.3
LATTICE + object graph,0,36,14.79296,14.77801,0.01495,3.3
LATTICE + object graph,0,37,14.04332,14.02808,0.01524,3.3
LATTICE + object graph,0,38,13.4369,13.42136,0.01554,3.3
LATTICE + object graph,0,39,12.66832,12.65242,0.0159,3.3
LATTICE + object graph,0,40,12.15878,12.1426,0.01619,3.3
LATTICE + object graph,0,41,11.61527,11.59878,0.01649,3.3
LATTICE + object graph,0,42,11.02485,11.00804,0.01681,3.3
LATTICE + object graph,0,43,10.65358,10.63652,0.01706,3.3
LATTICE + object graph,0,44,10.16713,10.14975,0.01738,3.3
LATTICE + object graph,0,45,9.55656,9.53889,0.01767,3.3
LATTICE + object graph,0,46,9.2329,9.21489,0.01802,3.3
LATTICE + object graph,0,47,8.7885,8.77026,0.01824,3.3
LATTICE + object graph,0,48,8.38304,8.36452,0.01852,3.3
LATTICE + object graph,0,49,8.05701,8.03823,0.01878,3.3
LATTICE + object graph,0,50,7.72392,7.70484,0.01908,3.3
LATTICE + object graph,0,51,7.45539,7.43609,0.0193,3.3
LATTICE + object graph,0,52,7.14695,7.12739,0.01957,3.3
LATTICE + object graph,0,53,6.79614,6.77633,0.01981,3.3
LATTICE + object graph,0,54,6.57055,6.55044,0.02011,3.3
LATTICE + object graph,0,55,6.32184,6.30152,0.02032,3.3
LATTICE + object graph,0,56,6.03115,6.01059,0.02055,3.3
LATTICE + object graph,0,57,5.82045,5.79967,0.02078,3.3
LATTICE + object graph,0,58,5.58959,5.56854,0.02105,3.3
LATTICE + object graph,0,59,5.3446,5.32335,0.02124,3.3
LATTICE + object graph,0,60,5.14395,5.12242,0.02153,3.3
LATTICE + object graph,0,61,4.97905,4.95733,0.02172,3.3
LATTICE + object graph,0,62,4.73362,4.71169,0.02193,3.3
LATTICE + object graph,0,63,4.60051,4.57839,0.02212,3.3
LATTICE + object graph,0,64,4.46598,4.4436,0.02238,3.3
LATTICE + object graph,0,65,4.30731,4.28469,0.02261,3.3
LATTICE + object graph,0,66,4.15628,4.13349,0.02279,3.4
LATTICE + object graph,0,67,4.01465,3.99172,0.02293,3.3
LATTICE + object graph,0,68,3.82611,3.80289,0.02321,3.3
LATTICE + object graph,0,69,3.72107,3.69767,0.0234,3.3
LATTICE + object graph,0,70,3.59568,3.57205,0.02363,3.3
LATTICE + object graph,0,71,3.44332,3.41953,0.02379,3.3
LATTICE + object graph,0,72,3.38853,3.36456,0.02397,3.3
LATTICE + object graph,0,73,3.23082,3.20664,0.02418,3.3
LATTICE + object graph,0,74,3.10877,3.08442,0.02435,3.3
LATTICE + object graph,0,75,3.04109,3.01657,0.02452,3.3
LATTICE + object graph,0,76,2.93617,2.91141,0.02476,3.3
LATTICE + object graph,0,77,2.82112,2.79619,0.02493,3.3
LATTICE + object graph,0,78,2.75982,2.73475,0.02507,3.3
LATTICE + object graph,0,79,2.61103,2.58575,0.02528,3.3
LATTICE + object graph,0,80,2.54512,2.51972,0.0254,3.3
LATTICE + object graph,0,81,2.53524,2.50965,0.02559,3.3
LATTICE + object graph,0,82,2.39124,2.36544,0.0258,3.3
LATTICE + object graph,0,83,2.34796,2.32204,0.02592,3.3
LATTICE + object graph,0,84,2.31884,2.29271,0.02612,3.3
LATTICE + object graph,0,85,2.28491,2.25862,0.02629,3.3
LATTICE + object graph,0,86,2.12777,2.10131,0.02646,3.3
LATTICE + object graph,0,87,2.07725,2.05064,0.02661,3.3
LATTICE + object graph,0,88,2.04816,2.0214,0.02677,3.3
LATTICE + object graph,0,89,1.95992,1.93305,0.02687,3.3
LATTICE + object graph,0,90,1.90195,1.87494,0.02702,3.3
LATTICE + object graph,0,91,1.89909,1.87186,0.02724,3.3
LATTICE + object graph,0,92,1.78761,1.76022,0.0274,3.3
LATTICE + object graph,0,93,1.76314,1.73557,0.02757,3.3
LATTICE + object graph,0,94,1.71477,1.68709,0.02769,3.3
LATTICE + object graph,0,95,1.68178,1.65395,0.02782,3.3
LATTICE + object graph,0,96,1.61227,1.58433,0.02794,3.3
LATTICE + object graph,0,97,1.575,1.54683,0.02817,3.3
LATTICE + object graph,0,98,1.57556,1.54731,0.02825,3.3
LATTICE + object graph,0,99,1.50531,1.47692,0.02839,3.3
LATTICE + object graph,0,100,1.46101,1.43246,0.02855,3.3
LATTICE + object graph,0,101,1.41495,1.38627,0.02869,3.3
LATTICE + object graph,0,102,1.40311,1.37427,0.02884,3.3
LATTICE + object graph,0,103,1.34334,1.31437,0.02897,3.3
LATTICE + object graph,0,104,1.3206,1.29151,0.0291,3.3
LATTICE + object graph,0,105,1.28405,1.25479,0.02926,3.3
LATTICE + object graph,0,106,1.22485,1.19547,0.02938,3.3
LATTICE + object graph,0,107,1.23873,1.20918,0.02955,3.3
LATTICE + object graph,0,108,1.20051,1.17085,0.02966,3.3
LATTICE + object graph,0,109,1.20991,1.18014,0.02977,3.3
LATTICE + object graph,0,110,1.15801,1.12814,0.02986,3.3
LATTICE + object graph,0,111,1.14253,1.11252,0.03001,3.3
LATTICE + object graph,0,112,1.098,1.06786,0.03014,3.3
LATTICE + object graph,0,113,1.07238,1.04213,0.03025,3.3
LATTICE + object graph,0,114,1.04799,1.0176,0.03039,3.3
LATTICE + object graph,0,115,1.04981,1.01927,0.03053,3.3
LATTICE + object graph,0,116,1.02564,0.99504,0.0306,3.3
LATTICE + object graph,0,117,0.98881,0.95801,0.0308,3.3
LATTICE + object graph,0,118,0.9732,0.94242,0.03078,3.3
LATTICE + object graph,0,119,0.96392,0.93296,0.03096,3.3
LATTICE + object graph,0,120,0.91219,0.8811,0.03109,3.3
LATTICE + object graph,0,121,0.9267,0.89548,0.03123,3.3
LATTICE + object graph,0,122,0.87133,0.83999,0.03134,3.3
LATTICE + object graph,0,123,0.87039,0.83891,0.03147,3.3
LATTICE + object graph,0,124,0.84826,0.81669,0.03157,3.3
LATTICE + object graph,0,125,0.86157,0.82991,0.03166,3.3
LATTICE + object graph,0,126,0.8069,0.77513,0.03177,3.3
LATTICE + object graph,0,127,0.80368,0.77179,0.03189,3.3
LATTICE + object graph,0,128,0.78867,0.75671,0.03196,3.3
LATTICE + object graph,0,129,0.76723,0.73513,0.03209,3.3
LATTICE + object graph,0,130,0.75966,0.72747,0.03219,3.3
LATTICE + object graph,0,131,0.74754,0.71528,0.03227,3.3
LATTICE + object graph,0,132,0.75525,0.72288,0.03237,3.3
LATTICE + object graph,0,133,0.71265,0.68011,0.03253,3.3
LATTICE + object graph,0,134,0.68652,0.65389,0.03262,3.3
LATTICE + object graph,0,135,0.68058,0.64791,0.03267,3.3
LATTICE + object graph,0,136,0.67517,0.64241,0.03276,3.3
LATTICE + object graph,0,137,0.65925,0.62637,0.03288,3.3
LATTICE + object graph,0,138,0.64238,0.60938,0.033,3.3
LATTICE + object graph,0,139,0.64035,0.60726,0.03309,3.3
LATTICE + object graph,0,140,0.60681,0.57359,0.03323,3.3
LATTICE + object graph,0,141,0.61365,0.58033,0.03331,3.3
LATTICE + object graph,0,142,0.61807,0.58465,0.03342,3.3
LATTICE + object graph,0,143,0.59935,0.56588,0.03346,3.3
LATTICE + object graph,0,144,0.58831,0.55474,0.03357,3.3
LATTICE + object graph,0,145,0.59688,0.56324,0.03365,3.3
LATTICE + object graph,0,146,0.56724,0.53347,0.03376,3.3
LATTICE + object graph,0,147,0.54969,0.51585,0.03385,3.3
LATTICE + object graph,0,148,0.55376,0.51985,0.03391,3.3
LATTICE + object graph,0,149,0.54071,0.50667,0.03404,3.3
LATTICE + object graph,0,150,0.55328,0.51916,0.03412,3.3
LATTICE + object graph,0,151,0.53104,0.49686,0.03418,3.3
LATTICE + object graph,0,152,0.51615,0.48186,0.03429,3.3
LATTICE + object graph,0,153,0.51243,0.47809,0.03434,3.3
LATTICE + object graph,0,154,0.4957,0.46126,0.03444,3.3
LATTICE + object graph,0,155,0.49478,0.46023,0.03454,3.3
LATTICE + object graph,0,156,0.49051,0.45586,0.03465,3.3
LATTICE + object graph,0,157,0.48599,0.4513,0.03469,3.3
LATTICE + object graph,0,158,0.49764,0.46284,0.0348,3.3
LATTICE + object graph,0,159,0.45872,0.42379,0.03493,3.3
LATTICE + object graph,0,160,0.48274,0.44775,0.03498,3.3
LATTICE + object graph,0,161,0.47027,0.43528,0.03499,3.3
LATTICE + object graph,0,162,0.4403,0.40517,0.03513,3.3
LATTICE + object graph,0,163,0.44106,0.40587,0.03519,3.3
LATTICE + object graph,0,164,0.44028,0.40505,0.03523,3.3
LATTICE + object graph,0,165,0.44086,0.40551,0.03535,3.3
LATTICE + object graph,0,166,0.42081,0.38539,0.03542,3.3
LATTICE + object graph,0,167,0.42408,0.38859,0.03549,3.3
LATTICE + object graph,0,168,0.39775,0.36215,0.0356,3.3
LATTICE + object graph,0,169,0.4157,0.38003,0.03567,3.3
LATTICE + object graph,0,170,0.39036,0.35463,0.03573,3.3
LATTICE + object graph,1,0,103.07543,103.07376,0.00168,3.2
LATTICE + object graph,1,1,100.85122,100.84946,0.00176,2.9
LATTICE + object graph,1,2,98.24744,98.24556,0.00187,2.9
LATTICE + object graph,1,3,95.30043,95.2984,0.00203,2.9
LATTICE + object graph,1,4,91.93991,91.93769,0.00222,2.9
LATTICE + object graph,1,5,88.23098,88.22852,0.00246,2.9
LATTICE + object graph,1,6,84.18382,84.18107,0.00275,2.9
LATTICE + object graph,1,7,79.99092,79.98785,0.00307,2.9
LATTICE + object graph,1,8,75.61948,75.61604,0.00344,2.9
LATTICE + object graph,1,9,71.35506,71.35123,0.00382,2.9
LATTICE + object graph,1,10,67.1692,67.16496,0.00424,2.9
LATTICE + object graph,1,11,63.08235,63.07768,0.00467,2.9
LATTICE + object graph,1,12,59.29224,59.28712,0.00512,2.9
LATTICE + object graph,1,13,55.42536,55.41979,0.00557,2.9
LATTICE + object graph,1,14,52.14168,52.13566,0.00602,2.9
LATTICE + object graph,1,15,48.84287,48.83639,0.00648,2.9
LATTICE + object graph,1,16,45.90239,45.89545,0.00694,2.9
LATTICE + object graph,1,17,43.03583,43.02843,0.00741,2.9
LATTICE + object graph,1,18,40.50962,40.50178,0.00784,2.9
LATTICE + object graph,1,19,38.05484,38.04656,0.00827,2.9
LATTICE + object graph,1,20,35.82736,35.81864,0.00872,2.9
LATTICE + object graph,1,21,33.63845,33.62929,0.00915,2.9
LATTICE + object graph,1,22,31.62331,31.61369,0.00962,2.9
LATTICE + object graph,1,23,29.77906,29.76902,0.01004,2.9
LATTICE + object graph,1,24,28.21904,28.2086,0.01044,2.9
LATTICE + object graph,1,25,26.63661,26.62576,0.01086,2.9
LATTICE + object graph,1,26,25.13309,25.12184,0.01125,2.9
LATTICE + object graph,1,27,23.82626,23.8146,0.01167,2.9
LATTICE + object graph,1,28,22.57661,22.56457,0.01203,2.9
LATTICE + object graph,1,29,21.28626,21.27385,0.01241,2.9
LATTICE + object graph,1,30,20.072,20.0592,0.0128,2.9
LATTICE + object graph,1,31,19.13795,19.12476,0.01318,2.9
LATTICE + object graph,1,32,18.08576,18.07221,0.01354,2.9
LATTICE + object graph,1,33,17.20099,17.1871,0.01388,2.9
LATTICE + object graph,1,34,16.32423,16.30996,0.01427,2.9
LATTICE + object graph,1,35,15.54672,15.53217,0.01456,2.9
LATTICE + object graph,1,36,14.7445,14.72958,0.01492,2.9
LATTICE + object graph,1,37,14.12392,14.10871,0.01521,2.9
LATTICE + object graph,1,38,13.43897,13.42341,0.01556,2.8
LATTICE + object graph,1,39,12.65075,12.63483,0.01592,2.9
LATTICE + object graph,1,40,12.11269,12.09648,0.01621,2.9
LATTICE + object graph,1,41,11.58006,11.5636,0.01647,2.9
LATTICE + object graph,1,42,11.04269,11.02585,0.01684,2.9
LATTICE + object graph,1,43,10.64747,10.63039,0.01708,2.9
LATTICE + object graph,1,44,10.0861,10.06872,0.01737,2.9
LATTICE + object graph,1,45,9.60769,9.59003,0.01766,2.9
LATTICE + object graph,1,46,9.27581,9.25786,0.01794,2.9
LATTICE + object graph,1,47,8.92719,8.90899,0.0182,2.9
LATTICE + object graph,1,48,8.44398,8.42551,0.01847,2.8
LATTICE + object graph,1,49,8.13137,8.1126,0.01877,2.9
LATTICE + object graph,1,50,7.7947,7.77568,0.01902,2.9
LATTICE + object graph,1,51,7.48178,7.46253,0.01924,2.9
LATTICE + object graph,1,52,7.10181,7.08224,0.01957,2.9
LATTICE + object graph,1,53,6.81096,6.79122,0.01974,2.9
LATTICE + object graph,1,54,6.57967,6.55962,0.02005,2.9
LATTICE + object graph,1,55,6.33704,6.31681,0.02023,2.9
LATTICE + object graph,1,56,6.06246,6.04199,0.02047,2.9
LATTICE + object graph,1,57,5.79816,5.77738,0.02078,2.9
LATTICE + object graph,1,58,5.62425,5.60323,0.02102,2.9
LATTICE + object graph,1,59,5.39222,5.37107,0.02115,2.9
LATTICE + object graph,1,60,5.12136,5.09992,0.02144,2.9
LATTICE + object graph,1,61,5.02129,4.99963,0.02166,2.8
LATTICE + object graph,1,62,4.82937,4.8075,0.02187,2.9
LATTICE + object graph,1,63,4.64807,4.62597,0.0221,2.9
LATTICE + object graph,1,64,4.46057,4.43824,0.02233,2.9
LATTICE + object graph,1,65,4.3282,4.30569,0.02251,2.9
LATTICE + object graph,1,66,4.17768,4.15502,0.02266,2.9
LATTICE + object graph,1,67,4.0283,4.00537,0.02293,2.9
LATTICE + object graph,1,68,3.87278,3.84966,0.02313,2.9
LATTICE + object graph,1,69,3.69256,3.66925,0.02331,2.9
LATTICE + object graph,1,70,3.61496,3.5914,0.02356,2.9
LATTICE + object graph,1,71,3.48325,3.45957,0.02368,2.9
LATTICE + object graph,1,72,3.43835,3.4145,0.02385,2.9
LATTICE + object graph,1,73,3.23418,3.21012,0.02406,2.9
LATTICE + object graph,1,74,3.16386,3.1396,0.02427,2.9
LATTICE + object graph,1,75,3.05084,3.0264,0.02444,2.9
LATTICE + object graph,1,76,3.00618,2.98155,0.02463,2.9
LATTICE + object graph,1,77,2.87265,2.84783,0.02482,2.9
LATTICE + object graph,1,78,2.77625,2.75124,0.02501,2.9
LATTICE + object graph,1,79,2.70295,2.67776,0.0252,2.9
LATTICE + object graph,1,80,2.56558,2.5402,0.02538,2.9
LATTICE + object graph,1,81,2.48707,2.46153,0.02554,2.9
LATTICE + object graph,1,82,2.44084,2.41514,0.0257,2.9
LATTICE + object graph,1,83,2.32996,2.30411,0.02585,2.9
LATTICE + object graph,1,84,2.28479,2.25876,0.02602,2.9
LATTICE + object graph,1,85,2.26441,2.23826,0.02615,2.9
LATTICE + object graph,1,86,2.16969,2.14339,0.0263,2.9
LATTICE + object graph,1,87,2.12485,2.09834,0.02651,2.9
LATTICE + object graph,1,88,2.05952,2.0329,0.02661,2.9
LATTICE + object graph,1,89,1.9896,1.96276,0.02684,2.9
LATTICE + object graph,1,90,1.92339,1.8964,0.02699,2.9
LATTICE + object graph,1,91,1.85486,1.82766,0.0272,2.9
LATTICE + object graph,1,92,1.81564,1.78835,0.02728,2.9
LATTICE + object graph,1,93,1.8114,1.78401,0.0274,2.9
LATTICE + object graph,1,94,1.75984,1.73229,0.02755,2.9
LATTICE + object graph,1,95,1.69487,1.66712,0.02775,2.9
LATTICE + object graph,1,96,1.61059,1.58273,0.02786,2.9
LATTICE + object graph,1,97,1.61205,1.58405,0.028,2.9
LATTICE + object graph,1,98,1.55134,1.52319,0.02816,2.9
LATTICE + object graph,1,99,1.49825,1.46993,0.02832,2.9
LATTICE + object graph,1,100,1.48558,1.45716,0.02841,2.9
LATTICE + object graph,1,101,1.43379,1.40519,0.0286,2.9
LATTICE + object graph,1,102,1.44241,1.41368,0.02873,2.9
LATTICE + object graph,1,103,1.40431,1.37545,0.02887,2.9
LATTICE + object graph,1,104,1.36541,1.33645,0.02896,2.9
LATTICE + object graph,1,105,1.3121,1.28298,0.02912,2.9
LATTICE + object graph,1,106,1.26926,1.23999,0.02927,2.8
LATTICE + object graph,1,107,1.26238,1.23299,0.02939,2.9
LATTICE + object graph,1,108,1.20167,1.17213,0.02954,2.9
LATTICE + object graph,1,109,1.21244,1.18279,0.02965,2.9
LATTICE + object graph,1,110,1.1682,1.13845,0.02975,2.9
LATTICE + object graph,1,111,1.14629,1.11639,0.0299,2.9
LATTICE + object graph,1,112,1.09658,1.06655,0.03003,2.9
LATTICE + object graph,1,113,1.10013,1.06999,0.03014,2.9
LATTICE + object graph,1,114,1.05524,1.02498,0.03027,2.9
LATTICE + object graph,1,115,1.03959,1.00922,0.03037,2.8
LATTICE + object graph,1,116,1.02395,0.99343,0.03052,2.9
LATTICE + object graph,1,117,1.00036,0.96974,0.03062,2.9
LATTICE + object graph,1,118,0.94251,0.91179,0.03072,2.9
LATTICE + object graph,1,119,0.95341,0.92253,0.03089,2.9
LATTICE + object graph,1,120,0.94297,0.91203,0.03094,2.9
LATTICE + object graph,1,121,0.93643,0.90533,0.0311,2.9
LATTICE + object graph,1,122,0.89193,0.86071,0.03122,2.9
LATTICE + object graph,1,123,0.90374,0.87243,0.03132,2.9
LATTICE + object graph,1,124,0.86912,0.83775,0.03137,2.9
LATTICE + object graph,1,125,0.84106,0.80955,0.03151,2.9
LATTICE + object graph,1,126,0.82008,0.78846,0.03162,2.9
LATTICE + object graph,1,127,0.79992,0.76815,0.03176,2.9
LATTICE + object graph,1,128,0.78376,0.75188,0.03188,2.9
LATTICE + object graph,1,129,0.789,0.75699,0.032,2.9
LATTICE + object graph,1,130,0.78002,0.74796,0.03206,2.8
LATTICE + object graph,1,131,0.7571,0.72494,0.03215,2.9
LATTICE + object graph,1,132,0.76204,0.72973,0.03231,2.9
LATTICE + object graph,1,133,0.73726,0.70488,0.03238,2.9
LATTICE + object graph,1,134,0.68934,0.65687,0.03247,2.9
LATTICE + object graph,1,135,0.68234,0.64979,0.03254,2.9
LATTICE + object graph,1,136,0.69486,0.6622,0.03266,2.9
LATTICE + object graph,1,137,0.68033,0.64757,0.03276,2.9
LATTICE + object graph,1,138,0.66392,0.63105,0.03287,2.9
LATTICE + object graph,1,139,0.64748,0.61458,0.0329,2.9
LATTICE + object graph,1,140,0.63154,0.59846,0.03307,2.9
LATTICE + object graph,1,141,0.62864,0.59546,0.03318,2.9
LATTICE + object graph,1,142,0.62697,0.59373,0.03325,2.9
LATTICE + object graph,1,143,0.59787,0.56452,0.03335,2.8
LATTICE + object graph,1,144,0.59077,0.55736,0.03341,2.9
LATTICE + object graph,1,145,0.59745,0.5639,0.03355,2.9
LATTICE + object graph,1,146,0.59735,0.56374,0.03361,2.9
LATTICE + object graph,1,147,0.58134,0.54761,0.03373,2.9
LATTICE + object graph,1,148,0.56664,0.53287,0.03377,2.9
LATTICE + object graph,1,149,0.54549,0.51157,0.03391,2.9
LATTICE + object graph,1,150,0.55482,0.52087,0.03395,2.9
LATTICE + object graph,1,151,0.51132,0.47724,0.03408,2.9
LATTICE + object graph,1,152,0.53082,0.4967,0.03412,2.9
LATTICE + object graph,1,153,0.51644,0.48222,0.03422,2.9
LATTICE + object graph,1,154,0.50633,0.47201,0.03432,2.9
LATTICE + object graph,1,155,0.49697,0.46254,0.03443,2.9
LATTICE + object graph,1,156,0.4954,0.46092,0.03448,2.9
